S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
4607,07/08/2020,Madhya Pradesh,36564,8716,26902,946
4608,08/08/2020,Madhya Pradesh,37298,8715,27621,962
4609,09/08/2020,Madhya Pradesh,38157,8827,28353,977
4610,10/08/2020,Madhya Pradesh,39025,9009,29020,996
4611,11/08/2020,Madhya Pradesh,39891,9202,29674,1015
4612,12/08/2020,Madhya Pradesh,40734,9105,30596,1033
4613,13/08/2020,Madhya Pradesh,41604,9317,31239,1048
4614,14/08/2020,Madhya Pradesh,42618,9718,31835,1065
4615,15/08/2020,Madhya Pradesh,43414,9928,32405,1081
4616,16/08/2020,Madhya Pradesh,44433,9986,33353,1094
4617,17/08/2020,Madhya Pradesh,45455,10312,34038,1105
4618,18/08/2020,Madhya Pradesh,46385,10232,35025,1128
4619,19/08/2020,Madhya Pradesh,47375,10521,35713,1141
4620,20/08/2020,Madhya Pradesh,48351,10717,36475,1159
4621,21/08/2020,Madhya Pradesh,49493,10782,37540,1171
4622,22/08/2020,Madhya Pradesh,50640,10928,38527,1185
4623,23/08/2020,Madhya Pradesh,51866,11261,39399,1206
4624,24/08/2020,Madhya Pradesh,53129,11510,40390,1229
4625,25/08/2020,Madhya Pradesh,54421,11944,41231,1246
4626,26/08/2020,Madhya Pradesh,55800,12225,42310,1265
4627,27/08/2020,Madhya Pradesh,56864,12336,43246,1282
4628,28/08/2020,Madhya Pradesh,58181,12422,44453,1306
4629,29/08/2020,Madhya Pradesh,59433,12714,45396,1323
4630,30/08/2020,Madhya Pradesh,60875,13117,46413,1345
4631,31/08/2020,Madhya Pradesh,62433,13592,47467,1374
4632,01/09/2020,Madhya Pradesh,63965,13914,48657,1394
4633,02/09/2020,Madhya Pradesh,65490,14072,49992,1426
4634,03/09/2020,Madhya Pradesh,66914,14337,51124,1453
4635,04/09/2020,Madhya Pradesh,68586,14888,52215,1483
4636,05/09/2020,Madhya Pradesh,70244,15474,53257,1513
4637,06/09/2020,Madhya Pradesh,71880,15688,54649,1543
4638,07/09/2020,Madhya Pradesh,73574,16115,55887,1572
4639,08/09/2020,Madhya Pradesh,75459,16961,56909,1589
4640,09/09/2020,Madhya Pradesh,77323,17205,58509,1609
4641,10/09/2020,Madhya Pradesh,79192,17702,59850,1640
4642,11/09/2020,Madhya Pradesh,81379,18433,61285,1661
4643,12/09/2020,Madhya Pradesh,83619,18992,62936,1691
4644,13/09/2020,Madhya Pradesh,85966,19840,64398,1728
4645,14/09/2020,Madhya Pradesh,88247,20487,65998,1762
4646,15/09/2020,Madhya Pradesh,90730,21228,67711,1791
4647,16/09/2020,Madhya Pradesh,93053,21620,69613,1820
4648,17/09/2020,Madhya Pradesh,95515,22136,71535,1844
4649,18/09/2020,Madhya Pradesh,97906,21631,74398,1877
4650,19/09/2020,Madhya Pradesh,100458,21605,76952,1901
4651,20/09/2020,Madhya Pradesh,103065,21964,79158,1943
4652,21/09/2020,Madhya Pradesh,105644,22300,81374,1970
4653,22/09/2020,Madhya Pradesh,108167,22542,83618,2007
4654,23/09/2020,Madhya Pradesh,110711,22646,86030,2035
4655,24/09/2020,Madhya Pradesh,113057,22812,88168,2077
4656,25/09/2020,Madhya Pradesh,115361,22744,90495,2122
4657,26/09/2020,Madhya Pradesh,117588,22198,93238,2152
4658,27/09/2020,Madhya Pradesh,119899,22228,95490,2181
4659,28/09/2020,Madhya Pradesh,122209,22431,97571,2207
4660,29/09/2020,Madhya Pradesh,124166,21912,100012,2242
4661,30/09/2020,Madhya Pradesh,126043,21317,102445,2281
4662,01/10/2020,Madhya Pradesh,128047,20997,104734,2316
4663,02/10/2020,Madhya Pradesh,130088,20473,107279,2336
4664,03/10/2020,Madhya Pradesh,132107,20124,109611,2372
4665,04/10/2020,Madhya Pradesh,133918,19807,111712,2399
4666,05/10/2020,Madhya Pradesh,135638,19372,113832,2434
4667,06/10/2020,Madhya Pradesh,137098,18757,115878,2463
4668,07/10/2020,Madhya Pradesh,138668,18141,118039,2488
4669,08/10/2020,Madhya Pradesh,140307,17522,120267,2518
4670,09/10/2020,Madhya Pradesh,142022,16788,122687,2547
4671,10/10/2020,Madhya Pradesh,143629,16168,124887,2574
4672,11/10/2020,Madhya Pradesh,145245,15612,127034,2599
4673,12/10/2020,Madhya Pradesh,146820,15177,129019,2624
4674,13/10/2020,Madhya Pradesh,148298,14932,130721,2645
4675,14/10/2020,Madhya Pradesh,149761,14661,132429,2671
4676,15/10/2020,Madhya Pradesh,155276,14432,138158,2686
4677,16/10/2020,Madhya Pradesh,156584,14157,139717,2710
4678,17/10/2020,Madhya Pradesh,157936,13928,141273,2735
4679,18/10/2020,Madhya Pradesh,159158,13698,142707,2753
4680,19/10/2020,Madhya Pradesh,160188,13281,144134,2773
4681,20/10/2020,Madhya Pradesh,161203,12996,145421,2786
4682,21/10/2020,Madhya Pradesh,162178,12507,146860,2811
4683,22/10/2020,Madhya Pradesh,163296,12386,148082,2828
4684,23/10/2020,Madhya Pradesh,164341,12146,149353,2842
4685,24/10/2020,Madhya Pradesh,165294,11761,150678,2855
4686,25/10/2020,Madhya Pradesh,166298,11477,151946,2875
4687,26/10/2020,Madhya Pradesh,167249,11237,153127,2885
4688,27/10/2020,Madhya Pradesh,167969,10857,154222,2890
4689,28/10/2020,Madhya Pradesh,168483,10353,155232,2898
4690,29/10/2020,Madhya Pradesh,169271,10094,156264,2913
4691,30/10/2020,Madhya Pradesh,169999,9689,157381,2929
4692,31/10/2020,Madhya Pradesh,170690,9294,158455,2941
4693,01/11/2020,Madhya Pradesh,171359,8929,159479,2951
4694,02/11/2020,Madhya Pradesh,172082,8538,160586,2958
4695,03/11/2020,Madhya Pradesh,172717,8298,161454,2965
4696,04/11/2020,Madhya Pradesh,173384,8044,162366,2974
4697,05/11/2020,Madhya Pradesh,174091,7854,163250,2987
4698,06/11/2020,Madhya Pradesh,174825,7766,164067,2992
4699,12/03/2020,Maharashtra,11,11,0,0
4700,13/03/2020,Maharashtra,11,11,0,0
4701,14/03/2020,Maharashtra,14,14,0,0
4702,15/03/2020,Maharashtra,31,31,0,0
4703,16/03/2020,Maharashtra,32,32,0,0
4704,17/03/2020,Maharashtra,39,38,0,1
4705,18/03/2020,Maharashtra,41,40,0,1
4706,19/03/2020,Maharashtra,45,44,0,1
4707,20/03/2020,Maharashtra,47,46,0,1
4708,21/03/2020,Maharashtra,52,51,0,1
4709,22/03/2020,Maharashtra,67,65,0,2
4710,23/03/2020,Maharashtra,74,72,0,2
4711,24/03/2020,Maharashtra,87,85,0,2
4712,25/03/2020,Maharashtra,89,87,0,2
4713,26/03/2020,Maharashtra,124,120,1,3
4714,27/03/2020,Maharashtra,130,111,15,4
4715,28/03/2020,Maharashtra,180,150,25,5
4716,29/03/2020,Maharashtra,186,155,25,6
4717,30/03/2020,Maharashtra,193,160,25,8
4718,31/03/2020,Maharashtra,216,168,39,9
4719,01/04/2020,Maharashtra,302,254,39,9
4720,02/04/2020,Maharashtra,335,280,42,13
4721,03/04/2020,Maharashtra,335,277,42,16
4722,04/04/2020,Maharashtra,423,362,42,19
4723,05/04/2020,Maharashtra,490,424,42,24
4724,06/04/2020,Maharashtra,690,603,42,45
4725,07/04/2020,Maharashtra,748,647,56,45
4726,08/04/2020,Maharashtra,1018,875,79,64
4727,09/04/2020,Maharashtra,1135,946,117,72
4728,10/04/2020,Maharashtra,1364,1142,125,97
4729,11/04/2020,Maharashtra,1574,1276,188,110
4730,12/04/2020,Maharashtra,1761,1426,208,127
4731,13/04/2020,Maharashtra,1985,1619,217,149
4732,14/04/2020,Maharashtra,2334,1957,217,160
4733,15/04/2020,Maharashtra,2687,2250,259,178
4734,16/04/2020,Maharashtra,2916,2434,295,187
4735,17/04/2020,Maharashtra,3205,2711,300,194
4736,18/04/2020,Maharashtra,3323,2791,331,201
4737,19/04/2020,Maharashtra,3651,3075,365,211
4738,20/04/2020,Maharashtra,4203,3473,507,223
4739,21/04/2020,Maharashtra,4666,3862,572,232
4740,22/04/2020,Maharashtra,5218,4245,722,251
4741,23/04/2020,Maharashtra,5652,4594,789,269
4742,24/04/2020,Maharashtra,6430,5307,840,283
4743,25/04/2020,Maharashtra,6817,5676,840,301
4744,26/04/2020,Maharashtra,7628,6229,1076,323
4745,27/04/2020,Maharashtra,8068,6650,1076,342
4746,28/04/2020,Maharashtra,8590,6939,1282,369
4747,29/04/2020,Maharashtra,9318,7530,1388,400
4748,30/04/2020,Maharashtra,9915,7890,1593,432
4749,01/05/2020,Maharashtra,10498,8266,1773,459
4750,02/05/2020,Maharashtra,11506,9142,1879,485
4751,03/05/2020,Maharashtra,12296,9775,2000,521
4752,04/05/2020,Maharashtra,12974,10311,2115,548
4753,05/05/2020,Maharashtra,14541,11493,2465,583
4754,06/05/2020,Maharashtra,15525,12089,2819,617
4755,07/05/2020,Maharashtra,16758,13013,3094,651
4756,08/05/2020,Maharashtra,17974,13979,3301,694
4757,09/05/2020,Maharashtra,19063,14862,3470,731
4758,10/05/2020,Maharashtra,20228,15649,3800,779
4759,11/05/2020,Maharashtra,22171,17140,4199,832
4760,12/05/2020,Maharashtra,23401,17747,4786,868
4761,13/05/2020,Maharashtra,24427,18381,5125,921
4762,14/05/2020,Maharashtra,25922,19400,5547,975
4763,15/05/2020,Maharashtra,27524,20446,6059,1019
4764,16/05/2020,Maharashtra,29100,21468,6564,1068
4765,17/05/2020,Maharashtra,30706,22483,7088,1135
4766,18/05/2020,Maharashtra,33053,24167,7688,1198
4767,19/05/2020,Maharashtra,35058,25372,8437,1249
4768,20/05/2020,Maharashtra,37136,26172,9639,1325
4769,21/05/2020,Maharashtra,39297,27589,10318,1390
4770,22/05/2020,Maharashtra,41642,28462,11726,1454
4771,23/05/2020,Maharashtra,44582,30482,12583,1517
4772,24/05/2020,Maharashtra,47190,32209,13404,1577
4773,25/05/2020,Maharashtra,50231,33996,14600,1635
4774,26/05/2020,Maharashtra,52667,35186,15786,1695
4775,27/05/2020,Maharashtra,54758,36012,16954,1792
4776,28/05/2020,Maharashtra,56948,37133,17918,1897
4777,29/05/2020,Maharashtra,59546,38948,18616,1982
4778,30/05/2020,Maharashtra,62228,33133,26997,2098
4779,31/05/2020,Maharashtra,65168,34890,28081,2197
4780,01/06/2020,Maharashtra,67655,36040,29329,2286
4781,02/06/2020,Maharashtra,70013,37543,30108,2362
4782,03/06/2020,Maharashtra,72300,38502,31333,2465
4783,04/06/2020,Maharashtra,74860,39944,32329,2587
4784,05/06/2020,Maharashtra,77793,41402,33681,2710
4785,06/06/2020,Maharashtra,80229,42224,35156,2849
4786,07/06/2020,Maharashtra,82968,42609,37390,2969
4787,08/06/2020,Maharashtra,85975,43601,39314,3060
4788,09/06/2020,Maharashtra,88528,44384,40975,3169
4789,10/06/2020,Maharashtra,90787,44860,42638,3289
4790,11/06/2020,Maharashtra,94041,46086,44517,3438
4791,12/06/2020,Maharashtra,97648,47980,46078,3590
4792,13/06/2020,Maharashtra,101141,49628,47796,3717
4793,14/06/2020,Maharashtra,104568,51392,49346,3830
4794,15/06/2020,Maharashtra,107958,53030,50978,3950
4795,16/06/2020,Maharashtra,110744,50567,56049,4128
4796,17/06/2020,Maharashtra,113445,50057,57851,5537
4797,18/06/2020,Maharashtra,116752,51935,59166,5651
4798,19/06/2020,Maharashtra,120504,53915,60838,5751
4799,20/06/2020,Maharashtra,124331,55665,62773,5893
4800,21/06/2020,Maharashtra,128205,58068,64153,5984
4801,22/06/2020,Maharashtra,132075,60161,65744,6170
4802,23/06/2020,Maharashtra,135796,61807,67706,6283
4803,24/06/2020,Maharashtra,139010,62848,69631,6531
4804,25/06/2020,Maharashtra,142900,62369,73792,6739
4805,26/06/2020,Maharashtra,147741,63357,77453,6931
4806,27/06/2020,Maharashtra,152765,65844,79815,7106
4807,28/06/2020,Maharashtra,159133,67615,84245,7273
4808,29/06/2020,Maharashtra,164626,70622,86575,7429
4809,30/06/2020,Maharashtra,169883,73313,88960,7610
4810,01/07/2020,Maharashtra,174761,75995,90911,7855
4811,02/07/2020,Maharashtra,180298,79091,93154,8053
4812,03/07/2020,Maharashtra,186626,77276,101172,8178
4813,04/07/2020,Maharashtra,192990,79927,104687,8376
4814,05/07/2020,Maharashtra,200064,83311,108082,8671
4815,06/07/2020,Maharashtra,206619,86057,111740,8822
4816,07/07/2020,Maharashtra,211987,87699,115262,9026
4817,08/07/2020,Maharashtra,217121,89313,118558,9250
4818,09/07/2020,Maharashtra,223724,91084,123192,9448
4819,10/07/2020,Maharashtra,230599,93673,127259,9667
4820,11/07/2020,Maharashtra,238461,95943,132625,9893
4821,12/07/2020,Maharashtra,246600,99499,136985,10116
4822,13/07/2020,Maharashtra,254427,103813,140325,10289
4823,14/07/2020,Maharashtra,260924,105935,144507,10482
4824,15/07/2020,Maharashtra,267665,107963,149007,10695
4825,16/07/2020,Maharashtra,275640,112099,152613,10928
4826,17/07/2020,Maharashtra,284281,114947,158140,11194
4827,18/07/2020,Maharashtra,292589,120780,160357,11452
4828,19/07/2020,Maharashtra,300937,123678,165663,11596
4829,20/07/2020,Maharashtra,310455,129032,169569,11854
4830,21/07/2020,Maharashtra,318695,131636,175029,12030
4831,22/07/2020,Maharashtra,327031,132538,182217,12276
4832,23/07/2020,Maharashtra,337607,137282,187769,12556
4833,24/07/2020,Maharashtra,347502,140395,194253,12854
4834,25/07/2020,Maharashtra,357117,144018,199967,13132
4835,26/07/2020,Maharashtra,366368,145785,207194,13389
4836,27/07/2020,Maharashtra,375799,148905,213238,13656
4837,28/07/2020,Maharashtra,383723,147896,221944,13883
4838,29/07/2020,Maharashtra,391440,144998,232277,14165
4839,30/07/2020,Maharashtra,400651,146433,239755,14463
4840,31/07/2020,Maharashtra,411798,148454,248615,14729
4841,01/08/2020,Maharashtra,422118,150966,256158,14994
4842,02/08/2020,Maharashtra,431719,149520,266883,15316
4843,03/08/2020,Maharashtra,441228,148843,276809,15576
4844,04/08/2020,Maharashtra,450196,147324,287030,15842
4845,05/08/2020,Maharashtra,457956,142458,299356,16142
4846,06/08/2020,Maharashtra,468265,146268,305521,16476
4847,07/08/2020,Maharashtra,479779,146612,316375,16792
4848,08/08/2020,Maharashtra,490262,145889,327281,17092
4849,09/08/2020,Maharashtra,503084,147355,338362,17367
4850,10/08/2020,Maharashtra,515332,145865,351710,17757
4851,11/08/2020,Maharashtra,524513,148042,358421,18050
4852,12/08/2020,Maharashtra,535601,148860,368435,18306
4853,13/08/2020,Maharashtra,548313,147820,381843,18650
4854,14/08/2020,Maharashtra,560126,150105,390958,19063
4855,15/08/2020,Maharashtra,572734,151865,401442,19427
4856,16/08/2020,Maharashtra,584754,156719,408286,19749
4857,17/08/2020,Maharashtra,595865,158705,417123,20037
4858,18/08/2020,Maharashtra,604358,155579,428514,20265
4859,19/08/2020,Maharashtra,615477,156920,437870,20687
4860,20/08/2020,Maharashtra,628642,160728,446881,21033
4861,21/08/2020,Maharashtra,643289,162806,459124,21359
4862,22/08/2020,Maharashtra,657450,164879,470873,21698
4863,23/08/2020,Maharashtra,671942,169833,480114,21995
4864,24/08/2020,Maharashtra,682383,171859,488271,22253
4865,25/08/2020,Maharashtra,693398,168443,502490,22465
4866,26/08/2020,Maharashtra,703823,166239,514790,22794
4867,27/08/2020,Maharashtra,718711,173195,522427,23089
4868,28/08/2020,Maharashtra,733568,178561,531563,23444
4869,29/08/2020,Maharashtra,747995,181050,543170,23775
4870,30/08/2020,Maharashtra,764281,185467,554711,24103
4871,31/08/2020,Maharashtra,780689,193889,562401,24399
4872,01/09/2020,Maharashtra,792541,194399,573559,24583
4873,02/09/2020,Maharashtra,808306,198866,584537,24903
4874,03/09/2020,Maharashtra,825739,202048,598496,25195
4875,04/09/2020,Maharashtra,843844,205774,612484,25586
4876,05/09/2020,Maharashtra,863062,211325,625773,25964
4877,06/09/2020,Maharashtra,883862,221012,636574,26276
4878,07/09/2020,Maharashtra,907212,236208,644400,26604
4879,08/09/2020,Maharashtra,923641,237292,659322,27027
4880,09/09/2020,Maharashtra,943772,243809,672556,27407
4881,10/09/2020,Maharashtra,967349,253100,686462,27787
4882,11/09/2020,Maharashtra,990795,261798,700715,28282
4883,12/09/2020,Maharashtra,1015681,271934,715023,28724
4884,13/09/2020,Maharashtra,1037765,280138,728512,29115
4885,14/09/2020,Maharashtra,1060308,290716,740061,29531
4886,15/09/2020,Maharashtra,1077374,291630,755850,29894
4887,16/09/2020,Maharashtra,1097856,292174,775273,30409
4888,17/09/2020,Maharashtra,1121221,297506,792832,30883
4889,18/09/2020,Maharashtra,1145840,302135,812354,31351
4890,19/09/2020,Maharashtra,1167496,301273,834432,31791
4891,20/09/2020,Maharashtra,1188015,297866,857933,32216
4892,21/09/2020,Maharashtra,1208642,291630,884341,32671
4893,22/09/2020,Maharashtra,1224380,275017,916348,33015
4894,23/09/2020,Maharashtra,1242770,272809,936554,33407
4895,24/09/2020,Maharashtra,1263799,273883,956030,33886
4896,25/09/2020,Maharashtra,1282963,275404,973214,34345
4897,26/09/2020,Maharashtra,1300757,273190,992806,34761
4898,27/09/2020,Maharashtra,1321176,269535,1016450,35191
4899,28/09/2020,Maharashtra,1339232,273646,1030015,35571
4900,29/09/2020,Maharashtra,1351153,265455,1049947,35751
4901,30/09/2020,Maharashtra,1366129,260789,1069159,36181
4902,01/10/2020,Maharashtra,1384446,259462,1088322,36662
4903,02/10/2020,Maharashtra,1400922,259440,1104426,37056
4904,03/10/2020,Maharashtra,1416513,261313,1117720,37480
4905,04/10/2020,Maharashtra,1430861,258548,1134555,37758
4906,05/10/2020,Maharashtra,1443409,255722,1149603,38084
4907,06/10/2020,Maharashtra,1453653,252721,1162585,38347
4908,07/10/2020,Maharashtra,1465911,247468,1179726,38717
4909,08/10/2020,Maharashtra,1480489,244976,1196441,39072
4910,09/10/2020,Maharashtra,1493884,242438,1212016,39430
4911,10/10/2020,Maharashtra,1506018,236947,1229339,39732
4912,11/10/2020,Maharashtra,1517434,221615,1255779,40040
4913,12/10/2020,Maharashtra,1528226,221637,1266240,40349
4914,13/10/2020,Maharashtra,1535315,212905,1281896,40514
4915,14/10/2020,Maharashtra,1543837,205884,1297252,40701
4916,15/10/2020,Maharashtra,1554389,196761,1316769,40859
4917,16/10/2020,Maharashtra,1564615,192936,1330483,41196
4918,17/10/2020,Maharashtra,1576062,190192,1344368,41502
4919,18/10/2020,Maharashtra,1586321,185750,1358606,41965
4920,19/10/2020,Maharashtra,1595381,183456,1369810,42115
4921,20/10/2020,Maharashtra,1601365,174246,1384879,42240
4922,21/10/2020,Maharashtra,1609516,174755,1392308,42453
4923,22/10/2020,Maharashtra,1617658,159346,1415679,42633
4924,23/10/2020,Maharashtra,1625197,150510,1431856,42831
4925,24/10/2020,Maharashtra,1632544,144426,1445103,43015
4926,25/10/2020,Maharashtra,1638961,140702,1455107,43152
4927,26/10/2020,Maharashtra,1645020,141001,1460755,43264
4928,27/10/2020,Maharashtra,1648665,134657,1470660,43348
4929,28/10/2020,Maharashtra,1654028,132069,1478496,43463
4930,29/10/2020,Maharashtra,1660766,130286,1486926,43554
4931,30/10/2020,Maharashtra,1666668,128149,1494809,43710
4932,31/10/2020,Maharashtra,1672858,125971,1503050,43837
4933,01/11/2020,Maharashtra,1678406,124142,1510353,43911
4934,02/11/2020,Maharashtra,1683775,125672,1514079,44024
4935,03/11/2020,Maharashtra,1687784,119352,1524304,44128
4936,04/11/2020,Maharashtra,1692693,117168,1531277,44248
4937,05/11/2020,Maharashtra,1698198,113645,1540005,44548
4938,06/11/2020,Maharashtra,1703444,107358,1551282,44804
4939,25/03/2020,Manipur,1,1,0,0
4940,26/03/2020,Manipur,1,1,0,0
4941,27/03/2020,Manipur,1,1,0,0
4942,28/03/2020,Manipur,1,1,0,0
4943,29/03/2020,Manipur,1,1,0,0
4944,30/03/2020,Manipur,1,1,0,0
4945,31/03/2020,Manipur,1,1,0,0
4946,01/04/2020,Manipur,1,1,0,0
4947,02/04/2020,Manipur,1,1,0,0
4948,03/04/2020,Manipur,2,2,0,0
4949,04/04/2020,Manipur,2,2,0,0
4950,05/04/2020,Manipur,2,2,0,0
4951,06/04/2020,Manipur,2,2,0,0
4952,07/04/2020,Manipur,2,2,0,0
4953,08/04/2020,Manipur,2,2,0,0
4954,09/04/2020,Manipur,1,0,1,0
4955,10/04/2020,Manipur,2,1,1,0
4956,11/04/2020,Manipur,2,1,1,0
4957,12/04/2020,Manipur,2,1,1,0
4958,13/04/2020,Manipur,2,1,1,0
4959,14/04/2020,Manipur,2,1,1,0
4960,15/04/2020,Manipur,2,1,1,0
4961,16/04/2020,Manipur,2,1,1,0
4962,17/04/2020,Manipur,2,1,1,0
4963,18/04/2020,Manipur,2,1,1,0
4964,19/04/2020,Manipur,2,1,1,0
4965,20/04/2020,Manipur,2,1,1,0
4966,21/04/2020,Manipur,2,0,2,0
4967,22/04/2020,Manipur,2,0,2,0
4968,23/04/2020,Manipur,2,0,2,0
4969,24/04/2020,Manipur,2,0,2,0
4970,25/04/2020,Manipur,2,0,2,0
4971,26/04/2020,Manipur,2,0,2,0
4972,27/04/2020,Manipur,2,0,2,0
4973,28/04/2020,Manipur,2,0,2,0
4974,29/04/2020,Manipur,2,0,2,0
4975,30/04/2020,Manipur,2,0,2,0
4976,01/05/2020,Manipur,2,0,2,0
4977,02/05/2020,Manipur,2,0,2,0
4978,03/05/2020,Manipur,2,0,2,0
4979,04/05/2020,Manipur,2,0,2,0
4980,05/05/2020,Manipur,2,0,2,0
4981,06/05/2020,Manipur,2,0,2,0
4982,07/05/2020,Manipur,2,0,2,0
4983,08/05/2020,Manipur,2,0,2,0
4984,09/05/2020,Manipur,2,0,2,0
4985,10/05/2020,Manipur,2,0,2,0
4986,11/05/2020,Manipur,2,0,2,0
4987,12/05/2020,Manipur,2,0,2,0
4988,13/05/2020,Manipur,2,0,2,0
4989,14/05/2020,Manipur,2,0,2,0
4990,15/05/2020,Manipur,3,1,2,0
4991,16/05/2020,Manipur,3,1,2,0
4992,17/05/2020,Manipur,7,5,2,0
4993,18/05/2020,Manipur,7,5,2,0
4994,19/05/2020,Manipur,7,5,2,0
4995,20/05/2020,Manipur,9,7,2,0
4996,21/05/2020,Manipur,25,23,2,0
4997,22/05/2020,Manipur,25,23,2,0
4998,23/05/2020,Manipur,26,24,2,0
4999,24/05/2020,Manipur,29,25,4,0
5000,25/05/2020,Manipur,32,28,4,0
5001,26/05/2020,Manipur,39,35,4,0
5002,27/05/2020,Manipur,39,35,4,0
5003,28/05/2020,Manipur,44,40,4,0
5004,29/05/2020,Manipur,55,50,5,0
5005,30/05/2020,Manipur,59,51,8,0
5006,31/05/2020,Manipur,62,54,8,0
5007,01/06/2020,Manipur,71,60,11,0
5008,02/06/2020,Manipur,83,72,11,0
5009,03/06/2020,Manipur,89,75,14,0
5010,04/06/2020,Manipur,118,80,38,0
5011,05/06/2020,Manipur,124,86,38,0
5012,06/06/2020,Manipur,132,91,41,0
5013,07/06/2020,Manipur,157,105,52,0
5014,08/06/2020,Manipur,172,120,52,0
5015,09/06/2020,Manipur,272,214,58,0
5016,10/06/2020,Manipur,304,243,61,0
5017,11/06/2020,Manipur,311,248,63,0
5018,12/06/2020,Manipur,366,293,73,0
5019,13/06/2020,Manipur,385,308,77,0
5020,14/06/2020,Manipur,449,358,91,0
5021,15/06/2020,Manipur,458,367,91,0
5022,16/06/2020,Manipur,490,339,151,0
5023,17/06/2020,Manipur,500,341,159,0
5024,18/06/2020,Manipur,552,360,192,0
5025,19/06/2020,Manipur,606,407,199,0
5026,20/06/2020,Manipur,681,463,218,0
5027,21/06/2020,Manipur,777,545,232,0
5028,22/06/2020,Manipur,841,591,250,0
5029,23/06/2020,Manipur,898,648,250,0
5030,24/06/2020,Manipur,921,663,258,0
5031,25/06/2020,Manipur,970,642,328,0
5032,26/06/2020,Manipur,1056,702,354,0
5033,27/06/2020,Manipur,1075,682,393,0
5034,28/06/2020,Manipur,1092,660,432,0
5035,29/06/2020,Manipur,1185,730,455,0
5036,30/06/2020,Manipur,1227,733,494,0
5037,01/07/2020,Manipur,1234,681,553,0
5038,02/07/2020,Manipur,1260,681,579,0
5039,03/07/2020,Manipur,1279,662,617,0
5040,04/07/2020,Manipur,1316,677,639,0
5041,05/07/2020,Manipur,1325,658,667,0
5042,06/07/2020,Manipur,1366,678,688,0
5043,07/07/2020,Manipur,1390,656,734,0
5044,08/07/2020,Manipur,1430,659,771,0
5045,09/07/2020,Manipur,1435,642,793,0
5046,10/07/2020,Manipur,1450,651,799,0
5047,11/07/2020,Manipur,1582,750,832,0
5048,12/07/2020,Manipur,1593,750,843,0
5049,13/07/2020,Manipur,1609,713,896,0
5050,14/07/2020,Manipur,1626,656,970,0
5051,15/07/2020,Manipur,1672,702,970,0
5052,16/07/2020,Manipur,1700,711,989,0
5053,17/07/2020,Manipur,1764,635,1129,0
5054,18/07/2020,Manipur,1800,637,1163,0
5055,19/07/2020,Manipur,1891,709,1182,0
5056,20/07/2020,Manipur,1911,698,1213,0
5057,21/07/2020,Manipur,1925,618,1307,0
5058,22/07/2020,Manipur,2015,615,1400,0
5059,23/07/2020,Manipur,2060,632,1428,0
5060,24/07/2020,Manipur,2115,649,1466,0
5061,25/07/2020,Manipur,2146,655,1491,0
5062,26/07/2020,Manipur,2176,652,1524,0
5063,27/07/2020,Manipur,2235,681,1554,0
5064,28/07/2020,Manipur,2286,690,1596,0
5065,29/07/2020,Manipur,2317,705,1612,0
5066,30/07/2020,Manipur,2458,819,1639,0
5067,31/07/2020,Manipur,2505,829,1672,4
5068,01/08/2020,Manipur,2621,927,1689,5
5069,02/08/2020,Manipur,2756,1051,1699,6
5070,03/08/2020,Manipur,2831,1087,1737,7
5071,04/08/2020,Manipur,2920,1147,1766,7
5072,05/08/2020,Manipur,3018,1197,1814,7
5073,06/08/2020,Manipur,3093,1224,1862,7
5074,07/08/2020,Manipur,3217,1304,1905,8
5075,08/08/2020,Manipur,3466,1530,1926,10
5076,09/08/2020,Manipur,3635,1697,1927,11
5077,10/08/2020,Manipur,3753,1698,2044,11
5078,11/08/2020,Manipur,3853,1720,2122,11
5079,12/08/2020,Manipur,3941,1801,2128,12
5080,13/08/2020,Manipur,3982,1739,2231,12
5081,14/08/2020,Manipur,4112,1804,2295,13
5082,15/08/2020,Manipur,4198,1825,2360,13
5083,16/08/2020,Manipur,4390,1939,2438,13
5084,17/08/2020,Manipur,4569,1921,2632,16
5085,18/08/2020,Manipur,4687,1936,2734,17
5086,19/08/2020,Manipur,4765,1958,2789,18
5087,20/08/2020,Manipur,4876,1973,2885,18
5088,21/08/2020,Manipur,4925,1905,3002,18
5089,22/08/2020,Manipur,5049,1768,3261,20
5090,23/08/2020,Manipur,5132,1655,3455,22
5091,24/08/2020,Manipur,5246,1608,3616,22
5092,25/08/2020,Manipur,5362,1626,3714,22
5093,26/08/2020,Manipur,5444,1608,3812,24
5094,27/08/2020,Manipur,5585,1731,3829,25
5095,28/08/2020,Manipur,5725,1743,3957,25
5096,29/08/2020,Manipur,5843,1759,4057,27
5097,30/08/2020,Manipur,5960,1746,4186,28
5098,31/08/2020,Manipur,6112,1845,4239,28
5099,01/09/2020,Manipur,6252,1894,4330,28
5100,02/09/2020,Manipur,6382,1903,4450,29
5101,03/09/2020,Manipur,6507,1871,4607,29
5102,04/09/2020,Manipur,6609,1803,4774,32
5103,05/09/2020,Manipur,6699,1765,4899,35
5104,06/09/2020,Manipur,6883,1872,4975,36
5105,07/09/2020,Manipur,7022,1820,5164,38
5106,08/09/2020,Manipur,7106,1710,5358,38
5107,09/09/2020,Manipur,7202,1683,5480,39
5108,10/09/2020,Manipur,7362,1774,5548,40
5109,11/09/2020,Manipur,7470,1633,5793,44
